ea1_price_count,ea1_avg_price,ea1_max_price,ea1_min_price,ea1_avg_price_change_pct,ea1_max_price_change_pct,ea1_total_dollar_bn,ea1_used_price_count,ea1_avg_used_price,ea1_max_used_price,ea1_avg_supply_status,ea1_avg_demand_direction,ea1_avg_sentiment,ea1_sentiment_range,ea1_total_signal_count,ea1_active_source_count,ea1_dram_shortage_active,ea1_fab_shutdown_detected,ea1_hbm_production_ramp,ea1_price_spike_detected,ea1_new_capacity_announced,ea1_used_market_active,ea1_supply_pressure_index,ea2_total_capex_bn,ea2_avg_capex_bn,ea2_total_revenue_bn,ea2_max_model_params_bn,ea2_avg_model_params_bn,ea2_used_gpu_price_count,ea2_avg_used_gpu_price,ea2_max_used_gpu_price,ea2_min_used_gpu_price,ea2_avg_sentiment,ea2_total_signal_count,ea2_active_source_count,ea2_major_gpu_launch,ea2_hyperscaler_capex_increase,ea2_major_ai_model_release,ea2_strategic_partnership_signed,ea2_datacenter_expansion,ea2_used_gpu_market_active,ea2_ai_demand_index,ea3_total_subsidy_bn,ea3_avg_policy_maturity,ea3_avg_sentiment,ea3_total_signal_count,ea3_active_source_count,ea3_new_export_control,ea3_new_tariff_action,ea3_subsidy_approved,ea3_new_regulation_enacted,ea3_sanctions_imposed,ea3_trade_agreement_signed,ea3_ewaste_regulation,ea3_policy_risk_index,combined_market_pressure,run_id,week_start,extraction_timestamp
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,run_20260330_065113,2026-03-30,2026-03-30T06:51:13.021399
