gc_id,segment,horizon,point_forecast,ci_lower_25,ci_upper_75,ci_lower_80,ci_upper_80,ci_lower_95,ci_upper_95,uncertainty_width,uncertainty_pct,model,forecast_month,phase
51707,Storage,T+1,49.014,49.137,49.061,47.709,49.3806,42.1384,49.8564,7.7181,15.75,XGBoost,2026-02-01,future
51707,Storage,T+2,50.8635,47.1449,48.172,44.4851,51.048,43.3713,47.9047,4.5334,8.91,XGBoost,2026-03-01,future
51707,Storage,T+3,49.9906,45.9535,50.7211,42.0313,54.8051,44.3264,57.5305,13.2041,26.41,XGBoost,2026-04-01,future
51707,Storage,T+4,50.1058,47.8466,51.4168,43.8828,52.6701,45.5315,56.6212,11.0897,22.13,XGBoost,2026-05-01,future
51713,Storage,T+1,24.5571,22.5871,26.3637,23.0762,28.6147,20.5488,34.0294,13.4805,54.89,XGBoost,2026-02-01,future
51713,Storage,T+2,24.7402,24.1496,24.7687,21.9099,28.422,20.0733,30.8187,10.7455,43.43,XGBoost,2026-03-01,future
51713,Storage,T+3,22.6129,21.4504,23.8926,20.4119,24.6833,18.5488,32.8879,14.3391,63.41,XGBoost,2026-04-01,future
51713,Storage,T+4,23.7371,21.32,25.9342,20.3452,26.4915,18.2852,32.4109,14.1256,59.51,XGBoost,2026-05-01,future
51721,Storage,T+1,24.572,22.0616,26.4997,22.7904,27.403,20.5643,32.7573,12.193,49.62,XGBoost,2026-02-01,future
51721,Storage,T+2,24.6534,23.6279,24.6834,21.4009,26.4398,19.9747,29.7233,9.7487,39.54,XGBoost,2026-03-01,future
51721,Storage,T+3,22.295,20.4756,23.4516,20.1237,24.0134,17.7274,31.4842,13.7569,61.7,XGBoost,2026-04-01,future
51721,Storage,T+4,23.5233,21.764,26.5205,20.6164,26.2153,16.8899,32.3385,15.4486,65.67,XGBoost,2026-05-01,future
51724,Storage,T+1,168.583,153.564,166.0759,148.8424,174.6084,136.8701,249.7618,112.8918,66.97,XGBoost,2026-02-01,future
51724,Storage,T+2,172.8125,159.9472,177.2778,147.0555,218.3244,138.6967,266.5948,127.898,74.01,XGBoost,2026-03-01,future
51724,Storage,T+3,180.7345,153.3039,207.8272,159.8142,225.1798,151.9592,228.85,76.8909,42.54,XGBoost,2026-04-01,future
51724,Storage,T+4,188.4929,168.6878,185.7597,157.72,234.6627,146.493,244.9263,98.4333,52.22,XGBoost,2026-05-01,future
51727,Storage,T+1,68.9836,67.4213,68.852,60.2329,74.3034,51.6421,79.8551,28.2129,40.9,XGBoost,2026-02-01,future
51727,Storage,T+2,67.797,64.4991,74.2047,54.4817,80.1934,47.6554,80.8799,33.2244,49.01,XGBoost,2026-03-01,future
51727,Storage,T+3,63.9595,61.7975,75.3804,55.9395,79.8124,50.7136,83.533,32.8194,51.31,XGBoost,2026-04-01,future
51727,Storage,T+4,66.2724,62.3658,74.6933,57.3841,75.5382,48.3051,80.9866,32.6815,49.31,XGBoost,2026-05-01,future
51731,Storage,T+1,214.8448,178.9762,228.9389,149.1614,272.0738,119.9149,287.2542,167.3393,77.89,XGBoost,2026-02-01,future
51731,Storage,T+2,182.2497,154.6176,209.2811,132.8717,242.0452,112.4558,258.1528,145.697,79.94,XGBoost,2026-03-01,future
51731,Storage,T+3,165.5547,149.9573,196.385,128.6903,217.136,106.2654,247.9398,141.6745,85.58,XGBoost,2026-04-01,future
51731,Storage,T+4,177.3245,142.8638,191.4534,119.4429,201.0147,106.3311,248.9799,142.6487,80.45,XGBoost,2026-05-01,future
51747,Storage,T+1,49.014,49.1412,49.061,47.7912,49.3806,42.1384,49.8564,7.7181,15.75,XGBoost,2026-02-01,future
51747,Storage,T+2,50.8631,47.109,48.172,44.4851,51.048,43.3602,47.9047,4.5444,8.93,XGBoost,2026-03-01,future
51747,Storage,T+3,49.9906,45.9595,50.7211,41.9587,54.8013,44.3264,57.5305,13.2041,26.41,XGBoost,2026-04-01,future
51747,Storage,T+4,50.1058,47.842,51.4168,43.8782,52.6701,45.5283,56.635,11.1068,22.17,XGBoost,2026-05-01,future
51753,Storage,T+1,78.6287,76.49,80.5398,70.6968,86.9538,61.4354,104.0719,42.6364,54.22,XGBoost,2026-02-01,future
51753,Storage,T+2,76.9702,71.2616,81.001,66.0859,87.1542,55.9558,96.9774,41.0216,53.3,XGBoost,2026-03-01,future
51753,Storage,T+3,74.1229,67.8467,86.0281,62.8621,92.6981,52.4116,97.0035,44.5919,60.16,XGBoost,2026-04-01,future
51753,Storage,T+4,84.032,69.5923,85.6911,61.2719,87.8208,50.9892,104.7989,53.8097,64.03,XGBoost,2026-05-01,future
51759,Storage,T+1,41.8462,40.5761,44.7526,37.3514,46.5336,33.8508,51.7505,17.8997,42.77,XGBoost,2026-02-01,future
51759,Storage,T+2,41.5408,40.0288,48.028,34.9648,47.4072,34.5166,45.6693,11.1528,26.85,XGBoost,2026-03-01,future
51759,Storage,T+3,39.118,38.8517,42.3874,34.6156,45.3029,33.8922,53.128,19.2357,49.17,XGBoost,2026-04-01,future
51759,Storage,T+4,40.1241,37.9785,42.9742,34.7857,44.9454,35.1193,48.8355,13.7162,34.18,XGBoost,2026-05-01,future
51767,Storage,T+1,24.6892,22.0786,26.746,22.5868,28.6984,20.7368,33.4362,12.6994,51.44,XGBoost,2026-02-01,future
51767,Storage,T+2,24.8791,23.7768,25.018,22.0284,28.3988,20.2796,31.3196,11.0401,44.37,XGBoost,2026-03-01,future
51767,Storage,T+3,22.5585,20.6652,23.6411,19.9238,24.8214,18.8533,31.7818,12.9285,57.31,XGBoost,2026-04-01,future
51767,Storage,T+4,23.5072,20.4153,26.5365,20.678,26.148,17.5329,32.3793,14.8465,63.16,XGBoost,2026-05-01,future
51781,Storage,T+1,23.356,19.5829,24.3474,18.5509,28.0198,15.7769,33.5473,17.7704,76.08,XGBoost,2026-02-01,future
51781,Storage,T+2,21.9287,20.3508,24.7531,18.0877,30.8138,16.1396,36.6016,20.462,93.31,XGBoost,2026-03-01,future
51781,Storage,T+3,22.3801,19.3985,25.0392,18.2446,32.2042,15.5346,39.5621,24.0275,107.36,XGBoost,2026-04-01,future
51781,Storage,T+4,22.3538,20.649,27.1246,18.4767,32.7244,15.6084,38.6497,23.0413,103.08,XGBoost,2026-05-01,future
51782,Storage,T+1,34.9115,31.0107,40.5814,28.6229,42.7332,24.948,59.4907,34.5427,98.94,XGBoost,2026-02-01,future
51782,Storage,T+2,37.4847,32.7704,42.2759,25.1117,41.9102,23.6103,66.927,43.3168,115.56,XGBoost,2026-03-01,future
51782,Storage,T+3,34.3358,29.316,41.5209,25.3957,45.3985,20.6647,59.9888,39.324,114.53,XGBoost,2026-04-01,future
51782,Storage,T+4,33.7879,26.1484,40.0372,25.7041,39.581,21.8248,54.655,32.8302,97.17,XGBoost,2026-05-01,future
51789,Storage,T+1,11.7493,11.7025,16.5227,10.5078,20.9748,9.6387,32.1738,22.5352,191.8,XGBoost,2026-02-01,future
51789,Storage,T+2,16.0154,11.5412,22.2287,10.0894,33.144,8.8195,27.9764,19.1569,119.62,XGBoost,2026-03-01,future
51789,Storage,T+3,15.3989,12.9188,20.3064,10.874,29.351,10.6994,38.8116,28.1122,182.56,XGBoost,2026-04-01,future
51789,Storage,T+4,12.5493,9.8648,17.7976,9.9294,28.4606,9.6878,34.8369,25.149,200.4,XGBoost,2026-05-01,future
51791,Storage,T+1,47.0132,45.7307,45.6909,44.926,48.1022,38.0021,51.8938,13.8917,29.55,XGBoost,2026-02-01,future
51791,Storage,T+2,46.6209,46.9718,46.3271,43.4468,49.7249,38.4149,55.6112,17.1963,36.89,XGBoost,2026-03-01,future
51791,Storage,T+3,45.2423,46.9844,47.7955,43.8711,47.98,38.4175,54.2018,15.7843,34.89,XGBoost,2026-04-01,future
51791,Storage,T+4,50.4623,48.2502,50.8733,43.1672,53.8685,36.6781,61.0825,24.4044,48.36,XGBoost,2026-05-01,future
51793,Storage,T+1,41.852,40.52,44.7884,37.2856,46.5336,33.4286,51.6346,18.206,43.5,XGBoost,2026-02-01,future
51793,Storage,T+2,41.6098,40.0111,48.028,35.0025,47.4072,34.259,45.6749,11.4159,27.44,XGBoost,2026-03-01,future
51793,Storage,T+3,39.2162,38.8731,42.436,34.2449,45.3161,33.8137,53.3358,19.5221,49.78,XGBoost,2026-04-01,future
51793,Storage,T+4,40.1241,38.04,43.2846,34.7045,44.799,34.5401,48.8664,14.3263,35.7,XGBoost,2026-05-01,future
51803,Storage,T+1,32.1747,26.1785,30.4502,23.6819,31.9546,20.1401,41.1374,20.9973,65.26,XGBoost,2026-02-01,future
51803,Storage,T+2,27.7945,23.5349,29.9881,20.452,34.5897,17.4662,44.5878,27.1216,97.58,XGBoost,2026-03-01,future
51803,Storage,T+3,25.9866,21.7065,29.1277,19.3584,33.8198,16.4912,51.6742,35.183,135.39,XGBoost,2026-04-01,future
51803,Storage,T+4,25.0032,20.8314,31.1918,18.2925,33.6261,16.6196,44.0634,27.4437,109.76,XGBoost,2026-05-01,future
51811,Storage,T+1,14.9291,13.9344,20.4786,12.8299,27.4774,10.9633,34.2679,23.3045,156.1,XGBoost,2026-02-01,future
51811,Storage,T+2,19.0727,16.6284,24.674,12.2073,30.362,11.9204,41.2823,29.3619,153.95,XGBoost,2026-03-01,future
51811,Storage,T+3,20.1924,14.7491,24.588,13.1792,31.1772,12.4582,46.2332,33.7751,167.27,XGBoost,2026-04-01,future
51811,Storage,T+4,18.1191,16.9092,23.7273,13.7452,32.2344,13.0413,43.3084,30.2672,167.05,XGBoost,2026-05-01,future
51823,Storage,T+1,41.8367,42.5905,43.2969,38.7325,46.7742,28.8863,45.6862,16.7999,40.16,XGBoost,2026-02-01,future
