gc_id,segment,model,n_horizons,mape_median,mape_mean,mape_p95,mae,rmse,bias,bias_pct,best_horizon
253546,Processor,LSTM,4,58.03,57.23,102.15,4.2241,4.7035,2.3082,45.27,T+2
253548,Processor,LightGBM,4,3.95,8.66,22.92,1.4209,2.0592,1.1282,7.35,T+2
253548,Processor,XGBoost,4,6.98,11.68,26.19,2.002,2.4697,1.1142,7.64,T+1
253548,Processor,LSTM,4,34.99,31.0,40.82,6.3903,6.9934,-6.3903,-31.0,T+4
253550,Processor,LightGBM,4,75.8,81.03,100.96,4.405,4.4834,4.405,81.03,T+4
253550,Processor,XGBoost,4,84.67,84.82,97.86,4.6048,4.6431,4.6048,84.82,T+1
253550,Processor,LSTM,4,106.64,108.33,114.01,5.8757,5.8766,5.8757,108.33,T+1
253551,Processor,LSTM,4,112.49,108.28,185.36,8.0574,8.6962,0.0793,72.82,T+2
253551,Processor,XGBoost,4,164.24,165.69,326.17,8.5025,10.3415,8.5025,165.69,T+1
253551,Processor,LightGBM,4,181.2,189.19,380.44,10.2045,12.1558,10.1255,188.87,T+1
253554,Processor,LSTM,4,5.03,4.55,5.66,0.5848,0.6066,0.5848,4.55,T+1
253554,Processor,XGBoost,4,24.36,22.17,25.26,2.8614,2.919,2.8614,22.17,T+4
253554,Processor,LightGBM,4,27.43,24.88,30.16,3.2087,3.3108,3.2087,24.88,T+4
253557,Processor,LSTM,4,8.23,10.05,16.89,1.5604,1.8265,-0.695,-3.49,T+4
253557,Processor,LightGBM,4,9.54,12.65,27.66,1.7267,2.2397,1.6636,12.28,T+1
253557,Processor,XGBoost,4,10.11,13.35,28.36,1.8297,2.3121,1.69,12.54,T+1
253558,Processor,LSTM,4,45.04,83.83,181.87,11.5488,11.7074,-6.3646,18.83,T+3
253558,Processor,LightGBM,4,61.09,78.54,126.46,13.8433,14.5109,-10.3639,-9.64,T+3
253558,Processor,XGBoost,4,61.12,80.57,132.8,13.959,14.559,-10.2863,-7.84,T+3
253560,Processor,LightGBM,4,30.49,35.63,70.49,4.0132,4.6759,0.7917,19.87,T+2
253560,Processor,XGBoost,4,40.41,40.19,71.51,4.4761,5.0509,0.9509,22.96,T+2
253560,Processor,LSTM,4,41.88,39.31,52.95,4.9637,5.4089,-0.7967,9.73,T+2
253562,Processor,LightGBM,4,9.23,10.09,19.92,2.045,2.5274,2.045,10.09,T+1
253562,Processor,LSTM,4,10.68,9.91,15.4,2.0477,2.2966,1.3187,6.91,T+2
253562,Processor,XGBoost,4,11.96,13.13,24.62,2.6834,3.1768,2.6834,13.13,T+1
253566,Processor,LightGBM,4,21.82,38.16,92.01,1.7931,2.3111,1.7931,38.17,T+4
253566,Processor,XGBoost,4,28.39,40.66,95.08,1.8574,2.4157,1.846,40.51,T+1
253566,Processor,LSTM,4,131.66,138.08,209.92,7.0786,7.1988,7.0786,138.08,T+1
253568,Processor,LightGBM,4,30.09,40.05,85.14,1.8985,2.2449,0.3688,23.24,T+2
253568,Processor,XGBoost,4,34.45,43.49,93.11,2.1955,2.7376,0.1326,21.48,T+2
253568,Processor,LSTM,4,176.68,163.81,265.14,7.1346,7.5599,7.1346,163.8,T+1
253570,Processor,XGBoost,4,28.45,30.38,58.01,3.0864,4.167,-2.9881,-28.77,T+3
253570,Processor,LightGBM,4,30.21,32.49,62.97,3.3459,4.5623,-3.2291,-30.57,T+3
253570,Processor,LSTM,4,71.12,63.95,107.84,4.3102,4.9695,4.3102,63.95,T+1
253573,Processor,LSTM,4,34.15,31.29,39.32,6.5508,7.4793,-1.722,2.86,T+2
253573,Processor,XGBoost,4,51.06,56.73,97.14,9.6936,10.1396,9.6936,56.73,T+1
253573,Processor,LightGBM,4,55.8,56.32,88.76,9.7777,10.0154,9.7777,56.32,T+1
253577,Processor,LightGBM,4,14.82,21.4,45.35,1.3149,1.6645,1.1325,18.74,T+1
253577,Processor,XGBoost,4,17.63,19.63,38.17,1.2096,1.4769,1.1362,18.56,T+1
253577,Processor,LSTM,4,97.2,95.17,105.75,6.0025,6.0126,6.0025,95.17,T+1
253578,Processor,XGBoost,4,29.29,29.66,34.0,2.9499,2.9696,2.9499,29.66,T+4
253578,Processor,LightGBM,4,30.09,28.7,36.43,2.8551,2.9518,2.8551,28.7,T+4
253578,Processor,LSTM,4,33.89,33.04,35.21,3.2837,3.2888,3.2837,33.04,T+1
253579,Processor,LSTM,4,21.8,82.31,236.35,6.6293,7.8543,0.1905,54.65,T+3
253579,Processor,LightGBM,4,25.74,68.69,178.2,6.6101,7.0112,-1.518,33.57,T+3
253579,Processor,XGBoost,4,26.54,72.33,194.84,6.6068,7.301,-1.0314,39.64,T+3
253900,Processor,LightGBM,4,53.18,63.84,124.0,22.1729,27.9218,-13.1587,10.65,T+3
253900,Processor,XGBoost,4,54.08,59.98,103.39,22.0439,27.4953,-13.5634,5.91,T+3
253900,Processor,LSTM,4,64.47,56.82,74.78,25.912,33.7991,-22.4381,-25.03,T+3
253903,Processor,LSTM,4,3.01,2.96,3.05,0.4487,0.449,0.4487,2.96,T+1
253903,Processor,XGBoost,4,8.04,6.52,8.15,0.9886,1.0702,-0.9886,-6.52,T+1
253903,Processor,LightGBM,4,9.2,8.3,11.64,1.2585,1.3655,-1.2585,-8.3,T+4
253904,Processor,LSTM,4,26.57,27.07,34.74,10.6351,11.4483,-7.12,-12.77,T+4
253904,Processor,XGBoost,4,28.88,27.21,48.08,11.9811,14.872,-11.9811,-27.21,T+1
253904,Processor,LightGBM,4,38.73,35.01,54.88,15.2163,18.152,-15.2163,-35.01,T+1
253907,Processor,LSTM,4,16.49,17.48,33.47,24.8777,33.0015,-22.2398,-14.73,T+4
253907,Processor,LightGBM,4,18.48,17.73,33.26,25.4339,34.3444,-25.4339,-17.73,T+4
253907,Processor,XGBoost,4,21.9,19.81,35.2,28.0975,36.5965,-28.0402,-19.76,T+1
253910,Processor,LightGBM,4,5.7,5.45,10.04,11.1779,14.0492,0.6182,0.3,T+3
253910,Processor,XGBoost,4,6.97,7.23,11.88,14.8199,16.7061,12.1747,5.94,T+4
253910,Processor,LSTM,4,37.36,37.35,37.38,76.5816,76.5816,-76.5816,-37.36,T+1
253911,Processor,LSTM,4,26.04,34.52,69.12,55.8697,60.7099,-17.5288,3.44,T+3
253911,Processor,LightGBM,4,30.93,55.0,130.47,76.5985,89.0829,76.5985,55.01,T+1
253911,Processor,XGBoost,4,32.31,57.05,135.7,79.275,92.0332,79.275,57.05,T+1
253914,Processor,LSTM,4,30.88,33.38,44.78,42.9748,44.8876,-11.4604,2.5,T+3
253914,Processor,LightGBM,4,47.41,42.81,56.36,58.189,64.2589,-25.1974,-4.61,T+3
253914,Processor,XGBoost,4,53.01,51.73,62.0,64.5858,65.4705,-8.9104,10.06,T+1
253920,Processor,LightGBM,4,5.99,8.76,20.05,22.1386,29.7553,22.1386,8.76,T+4
253920,Processor,XGBoost,4,6.45,6.62,10.02,17.0313,18.4344,17.0313,6.62,T+1
253920,Processor,LSTM,4,37.32,38.34,43.42,100.1723,101.6039,-100.1723,-38.34,T+4
253925,Processor,LSTM,4,47.09,48.59,53.65,140.106,141.8139,-140.106,-48.59,T+2
253925,Processor,LightGBM,4,54.0,47.44,67.31,135.6568,147.6546,135.6568,47.44,T+4
253925,Processor,XGBoost,4,72.16,72.69,105.86,205.082,217.5544,205.082,72.7,T+4
253934,Processor,LightGBM,4,13.7,13.5,26.15,13.8727,18.4909,11.898,11.92,T+1
253934,Processor,XGBoost,4,17.14,16.66,28.28,17.6442,19.7921,17.6442,16.66,T+1
253934,Processor,LSTM,4,51.66,49.02,56.5,57.5465,59.847,-57.5465,-49.03,T+4
253943,Processor,XGBoost,4,16.02,27.69,70.32,165.7419,224.3357,163.2413,27.46,T+1
253943,Processor,LightGBM,4,17.64,29.69,73.93,179.3043,239.18,169.6649,28.81,T+1
253943,Processor,LSTM,4,37.22,32.69,50.23,312.8752,373.8768,-299.7351,-30.12,T+4
253945,Processor,LSTM,4,2.28,2.27,2.32,22.9291,22.9328,-22.9291,-2.27,T+4
253945,Processor,LightGBM,4,2.42,2.65,5.03,26.7616,33.3139,-24.0261,-2.38,T+1
253945,Processor,XGBoost,4,2.7,2.42,3.7,24.4584,27.5163,-24.4584,-2.43,T+2
253951,Processor,LightGBM,4,1.9,1.72,2.67,22.3768,25.3444,-8.246,-0.63,T+4
253951,Processor,XGBoost,4,3.71,3.54,5.77,46.0074,53.9105,-40.1018,-3.09,T+1
253951,Processor,LSTM,4,22.8,22.83,22.98,296.9899,296.9958,-296.9899,-22.83,T+3
253956,Processor,XGBoost,4,6.48,7.37,10.02,9.4388,9.7412,-9.4388,-7.37,T+2
253956,Processor,LightGBM,4,7.79,8.21,12.79,10.5193,11.4516,-10.5193,-8.21,T+1
253956,Processor,LSTM,4,9.66,9.65,9.81,12.3652,12.3671,-12.3652,-9.65,T+1
253958,Processor,LightGBM,4,5.89,23.99,71.45,5.6082,8.6976,2.9108,17.44,T+1
253958,Processor,XGBoost,4,9.35,23.61,63.28,5.9719,7.9765,1.4983,12.73,T+1
253958,Processor,LSTM,4,28.62,32.1,41.0,10.9851,11.0545,-6.5518,-10.54,T+3
253960,Processor,LSTM,4,15.59,15.34,17.53,5.1769,5.243,-5.1769,-15.34,T+4
253960,Processor,XGBoost,4,23.5,24.49,29.16,8.2633,8.37,-8.2633,-24.49,T+4
253960,Processor,LightGBM,4,28.43,27.22,29.97,9.1691,9.2477,-9.1691,-27.22,T+1
253963,Processor,LightGBM,4,8.79,9.92,17.58,3.6162,4.2633,-3.6162,-9.92,T+2
253963,Processor,XGBoost,4,11.36,12.43,19.55,4.5313,4.9535,-4.5313,-12.43,T+1
253963,Processor,LSTM,4,17.22,17.15,17.55,6.253,6.2541,6.253,17.14,T+1
253965,Processor,LSTM,4,19.32,21.46,38.06,8.7867,9.9415,-1.4872,2.14,T+3
253965,Processor,LightGBM,4,22.06,29.76,55.94,11.0738,11.8816,11.0738,29.75,T+2
253965,Processor,XGBoost,4,46.41,44.24,61.69,17.4184,17.8006,17.4184,44.24,T+1
253970,Processor,LightGBM,4,13.36,21.1,47.69,24.3469,37.8476,-22.593,-17.89,T+1
253970,Processor,XGBoost,4,26.13,26.56,51.97,26.5911,39.5406,-14.258,-4.16,T+2
253970,Processor,LSTM,4,29.0,30.37,55.24,33.122,44.9952,-32.0237,-28.37,T+4
253973,Processor,XGBoost,4,15.23,34.48,90.55,19.5164,26.3335,12.0368,26.68,T+3
253973,Processor,LightGBM,4,16.86,36.72,94.69,20.7629,27.7028,14.3785,30.07,T+3
253973,Processor,LSTM,4,34.2,31.03,44.38,26.8972,31.3678,-24.1812,-25.38,T+1
253976,Processor,LSTM,4,3.4,3.74,7.33,0.8672,1.0745,-0.0175,0.14,T+2
253976,Processor,LightGBM,4,12.97,17.59,39.26,4.0065,5.3634,4.0065,17.59,T+3
253976,Processor,XGBoost,4,20.24,22.16,31.47,5.2227,5.4794,5.2227,22.16,T+2
253981,Processor,XGBoost,4,13.85,13.05,23.86,12.3032,16.6353,-10.7487,-10.48,T+4
253981,Processor,LSTM,4,19.76,27.71,50.39,21.3181,23.069,7.4926,16.05,T+4
253981,Processor,LightGBM,4,26.95,25.08,43.78,23.9456,31.2299,-23.9456,-25.08,T+1
253986,Processor,LightGBM,4,15.52,17.21,36.19,12.3161,16.7495,11.042,16.01,T+2
253986,Processor,XGBoost,4,20.17,21.76,43.91,16.2334,20.3413,11.0256,16.94,T+2
253986,Processor,LSTM,4,27.12,28.59,44.61,26.465,31.111,-26.465,-28.59,T+4
253988,Processor,LightGBM,4,11.46,38.74,106.99,26.3841,34.7814,19.7046,34.42,T+1
253988,Processor,XGBoost,4,17.78,40.54,110.77,27.1117,36.6937,27.1117,40.54,T+1
253988,Processor,LSTM,4,48.59,42.77,59.71,53.6231,62.1653,-50.3165,-36.54,T+4
253991,Processor,LightGBM,4,4.68,5.54,10.75,18.2936,23.0563,-14.7631,-4.29,T+1
253991,Processor,XGBoost,4,5.68,6.83,12.74,22.5238,27.4955,-22.5238,-6.83,T+4
253991,Processor,LSTM,4,47.34,46.72,51.08,148.4431,150.224,-148.4431,-46.72,T+4
253997,Processor,LSTM,4,36.22,37.63,42.47,18.4992,18.7191,-18.4992,-37.63,T+3
253997,Processor,XGBoost,4,211.37,187.13,246.56,89.5999,94.3846,89.5999,187.13,T+1
253997,Processor,LightGBM,4,249.05,216.6,298.58,103.307,111.1802,103.307,216.6,T+1
254002,Processor,XGBoost,4,21.11,22.54,42.59,44.0285,59.0234,-44.0285,-22.54,T+2
254002,Processor,LightGBM,4,31.73,26.06,39.03,49.2794,59.5998,-49.2794,-26.06,T+2
254002,Processor,LSTM,4,43.08,43.12,59.42,78.4357,89.5373,-78.4357,-43.12,T+2
254005,Processor,LightGBM,4,2.29,3.26,6.82,7.1446,9.3275,-5.1921,-2.31,T+2
254005,Processor,XGBoost,4,6.3,5.77,8.03,12.431,13.3708,-4.7617,-2.07,T+4
254005,Processor,LSTM,4,20.65,20.95,25.93,45.2384,46.539,-45.2384,-20.95,T+4
254011,Processor,LightGBM,4,13.99,16.33,31.7,22.617,29.2239,-5.9229,-2.34,T+3
254011,Processor,XGBoost,4,20.41,18.12,26.79,24.1701,27.5887,2.7961,4.27,T+3
254011,Processor,LSTM,4,30.2,31.15,40.67,42.2137,44.7609,-42.2137,-31.15,T+1
254021,Processor,LSTM,4,10.5,12.77,25.09,9.9128,12.9849,-7.6594,-9.0,T+1
254021,Processor,LightGBM,4,28.67,28.81,37.53,20.5626,21.7473,20.5626,28.81,T+1
254021,Processor,XGBoost,4,29.01,40.3,84.87,27.1038,33.4469,23.0551,34.89,T+2
254025,Processor,LSTM,4,46.81,42.46,70.69,196.527,258.2235,-196.527,-42.46,T+4
254025,Processor,LightGBM,4,51.94,52.39,64.39,191.6154,220.5825,-82.4257,1.12,T+2
254025,Processor,XGBoost,4,58.3,58.78,85.12,195.1456,217.0966,-44.8925,14.93,T+2
254030,Processor,LSTM,4,9.43,45.3,136.58,27.8618,41.3151,16.3285,37.37,T+2
254030,Processor,LightGBM,4,13.19,50.54,150.99,31.773,46.2235,31.2785,50.14,T+1
254030,Processor,XGBoost,4,28.23,67.91,184.34,47.6379,60.6635,47.6379,67.91,T+2
254227,Processor,LSTM,4,77.12,79.03,151.76,5.0629,5.964,4.734,76.77,T+1
254227,Processor,LightGBM,4,113.66,106.25,186.58,7.1547,8.2156,7.1547,106.25,T+1
254227,Processor,XGBoost,4,115.84,99.64,159.57,6.7997,7.6189,6.7997,99.64,T+1
254229,Processor,LightGBM,4,7.58,9.79,20.07,1.2207,1.6101,-1.0986,-8.61,T+3
254229,Processor,XGBoost,4,9.16,11.34,20.59,1.3897,1.7018,-1.1249,-8.77,T+3
254229,Processor,LSTM,4,40.28,37.09,51.12,4.0808,4.2711,4.0808,37.09,T+1
254232,Processor,LightGBM,4,11.88,12.03,14.53,1.4904,1.5121,-1.4904,-12.03,T+3
254232,Processor,XGBoost,4,14.38,14.13,15.65,1.7493,1.7597,-1.7493,-14.12,T+3
254232,Processor,LSTM,4,32.4,32.07,33.49,3.9674,3.9697,3.9674,32.07,T+1
254234,Processor,XGBoost,4,16.16,26.68,65.32,5.6968,7.1809,5.6968,26.68,T+3
254234,Processor,LSTM,4,19.59,27.41,50.38,6.6719,6.8993,-2.002,0.37,T+1
254234,Processor,LightGBM,4,20.14,29.92,68.27,6.6109,7.8412,6.6109,29.93,T+3
254236,Processor,LSTM,4,17.31,13.96,18.14,4.3149,4.7748,-4.3149,-13.96,T+4
254236,Processor,XGBoost,4,19.47,19.65,22.43,5.8525,5.8717,5.8525,19.65,T+2
254236,Processor,LightGBM,4,20.72,23.44,31.31,6.9153,7.0004,6.9153,23.44,T+1
254243,Processor,LSTM,4,3.66,4.79,10.27,0.7573,0.9643,0.5078,3.36,T+2
254243,Processor,XGBoost,4,14.67,14.5,20.88,2.3334,2.4745,2.3334,14.5,T+1
254243,Processor,LightGBM,4,19.94,19.59,24.17,3.1792,3.2245,3.1792,19.59,T+1
254246,Processor,XGBoost,4,5.21,4.75,8.1,0.8441,1.016,0.8441,4.75,T+2
254246,Processor,LightGBM,4,6.67,7.32,12.99,1.3014,1.5167,1.3014,7.32,T+1
254246,Processor,LSTM,4,26.34,26.27,26.38,4.6739,4.674,4.6739,26.27,T+1
254248,Processor,LightGBM,4,10.87,9.85,14.81,2.5527,2.8032,2.5527,9.85,T+1
254248,Processor,LSTM,4,12.8,12.98,21.59,3.6477,4.2624,-3.6477,-12.98,T+4
254248,Processor,XGBoost,4,13.32,12.2,18.32,3.1697,3.466,3.1697,12.2,T+1
254250,Processor,LightGBM,4,23.55,30.32,58.32,2.6862,3.0378,-0.4735,1.07,T+2
254250,Processor,XGBoost,4,24.04,31.04,64.46,2.7075,3.1638,-0.1851,4.74,T+2
254250,Processor,LSTM,4,64.65,78.23,127.17,6.9543,7.1586,6.9543,78.23,T+4
254253,Processor,LightGBM,4,8.43,8.01,9.66,10.8133,11.036,-10.8133,-8.01,T+4
254253,Processor,LSTM,4,9.36,9.5,10.33,12.8345,12.8562,12.8345,9.5,T+1
254253,Processor,XGBoost,4,11.86,11.62,14.23,15.6924,15.9927,-15.6924,-11.62,T+1
254263,Processor,LightGBM,4,33.52,34.97,48.31,1.9357,1.9921,1.9357,34.96,T+1
254263,Processor,XGBoost,4,35.17,37.85,45.77,2.1051,2.1106,2.1051,37.85,T+1
254263,Processor,LSTM,4,95.47,102.48,126.33,5.6876,5.7044,5.6876,102.48,T+3
254274,Processor,XGBoost,4,66.78,64.17,83.31,2.3046,2.3628,1.3681,45.38,T+4
254274,Processor,LightGBM,4,92.86,81.68,114.18,2.827,3.0289,2.1608,68.31,T+4
254274,Processor,LSTM,4,263.13,255.43,330.86,9.0407,9.0741,9.0407,255.43,T+4
254275,Processor,XGBoost,4,6.42,7.32,11.81,0.7128,0.7959,-0.7128,-7.32,T+1
254275,Processor,LightGBM,4,7.17,7.72,12.81,0.7438,0.8579,-0.7438,-7.72,T+3
254275,Processor,LSTM,4,54.95,58.84,74.42,5.5156,5.5551,5.5156,58.84,T+4
254277,Processor,XGBoost,4,90.06,128.32,275.37,3.3373,3.7168,3.3373,128.32,T+1
254277,Processor,LightGBM,4,91.5,125.3,262.56,3.2994,3.6326,3.2994,125.29,T+1
254277,Processor,LSTM,4,238.23,263.02,448.53,7.5101,7.6317,7.5101,263.02,T+1
254278,Processor,XGBoost,4,22.87,25.39,33.48,1.4628,1.504,1.4628,25.39,T+1
254278,Processor,LightGBM,4,23.97,24.85,35.89,1.4387,1.5346,1.4387,24.85,T+1
254278,Processor,LSTM,4,114.55,113.3,118.45,6.5025,6.5041,6.5025,113.3,T+3
254279,Processor,LightGBM,4,131.44,158.98,327.45,3.7781,4.1607,3.7781,158.98,T+1
254279,Processor,XGBoost,4,138.45,155.82,300.12,3.9227,4.1525,3.9227,155.82,T+1
254279,Processor,LSTM,4,309.81,302.12,542.82,7.023,7.5,7.023,302.12,T+1
254280,Processor,LightGBM,4,27.22,48.83,109.43,2.0619,2.3919,2.0619,48.83,T+1
254280,Processor,XGBoost,4,37.74,55.79,121.37,2.2699,2.6249,2.2699,55.79,T+1
254280,Processor,LSTM,4,137.6,139.55,231.4,6.0881,6.347,6.0881,139.55,T+1
254281,Processor,LSTM,4,9.41,9.15,15.23,3.5464,4.1151,3.0241,7.97,T+1
254281,Processor,LightGBM,4,15.15,15.59,17.91,6.3051,6.3529,-6.3051,-15.59,T+1
254281,Processor,XGBoost,4,15.26,15.89,22.05,6.421,6.6794,-6.421,-15.89,T+3
254282,Processor,XGBoost,4,155.47,155.67,295.12,3.7393,4.281,3.7393,155.67,T+1
254282,Processor,LightGBM,4,159.59,162.18,317.83,3.7499,4.4882,3.7499,162.18,T+1
254282,Processor,LSTM,4,268.05,251.42,426.59,6.4978,6.8855,6.4978,251.42,T+1
254286,Processor,LightGBM,4,9.92,13.88,24.91,44.4766,47.067,22.3501,8.35,T+1
254286,Processor,XGBoost,4,12.13,12.53,23.36,39.8175,46.0401,13.7352,6.0,T+2
254286,Processor,LSTM,4,25.27,22.62,29.82,83.8064,91.425,-71.4551,-17.77,T+4
254291,Processor,LightGBM,4,40.8,36.05,53.31,69.5855,86.7526,-44.4371,-10.93,T+3
254291,Processor,LSTM,4,41.36,38.04,61.82,81.6683,103.1799,-78.9471,-35.1,T+4
254291,Processor,XGBoost,4,43.82,46.55,70.11,78.9822,87.0419,-27.1268,2.72,T+3
254312,Processor,LightGBM,4,43.03,42.98,56.78,27.7523,28.157,27.7523,42.98,T+1
254312,Processor,LSTM,4,43.05,43.23,53.51,29.8988,31.6116,-29.8988,-43.23,T+4
254312,Processor,XGBoost,4,46.44,47.77,72.15,30.0583,31.392,30.0583,47.76,T+1
254314,Processor,LSTM,4,0.44,0.44,0.47,3.2071,3.2097,3.2071,0.44,T+3
254314,Processor,XGBoost,4,1.05,1.91,4.36,13.892,18.8298,3.8971,0.53,T+2
254314,Processor,LightGBM,4,3.87,3.96,4.48,28.8346,28.99,12.3346,1.69,T+4
254322,Processor,LightGBM,4,1.94,2.04,3.74,14.3215,17.1484,-13.4509,-1.92,T+4
254322,Processor,XGBoost,4,2.21,2.1,3.06,14.6894,15.886,3.5596,0.51,T+4
254322,Processor,LSTM,4,9.46,9.65,10.35,67.4003,67.4751,67.4003,9.65,T+1
254330,Processor,XGBoost,4,21.45,20.99,28.9,313.0494,337.2952,-313.0494,-20.99,T+1
254330,Processor,LightGBM,4,21.63,21.91,30.94,325.578,349.9901,-325.578,-21.91,T+1
254330,Processor,LSTM,4,32.52,30.79,37.35,454.6118,473.5627,-454.6118,-30.79,T+1
254336,Processor,LightGBM,4,3.5,4.04,7.31,66.505,79.0031,-66.505,-4.04,T+4
254336,Processor,XGBoost,4,4.56,5.04,9.81,84.0479,104.4061,-84.0479,-5.04,T+1
254336,Processor,LSTM,4,38.78,38.07,39.75,623.4327,625.4775,-623.4327,-38.07,T+1
254338,Processor,XGBoost,4,0.54,1.68,4.64,26.4696,42.0833,17.449,1.13,T+3
254338,Processor,LightGBM,4,0.67,2.36,6.67,37.1392,60.5881,29.6783,1.91,T+3
254338,Processor,LSTM,4,39.16,38.2,39.26,624.908,626.4528,-624.908,-38.2,T+4
254343,Processor,LightGBM,4,12.2,12.45,17.69,224.0892,235.8528,-224.0892,-12.45,T+4
254343,Processor,XGBoost,4,12.5,12.12,13.15,218.5894,219.5041,-218.5894,-12.12,T+1
254343,Processor,LSTM,4,44.55,44.69,45.32,806.1893,806.3345,-806.1893,-44.68,T+3
254355,Processor,LightGBM,4,18.95,18.38,28.32,14.0899,14.8532,14.0899,18.38,T+1
254355,Processor,XGBoost,4,21.07,22.68,39.89,17.0179,18.4188,13.4554,19.49,T+1
254355,Processor,LSTM,4,40.7,39.4,54.52,36.4708,41.159,-36.4708,-39.4,T+4
254358,Processor,LightGBM,4,11.53,11.33,21.0,7.0333,8.679,-7.0333,-11.33,T+1
254358,Processor,XGBoost,4,15.3,13.39,21.36,8.2926,9.7706,-8.2926,-13.39,T+1
254358,Processor,LSTM,4,35.5,34.61,37.6,20.9212,21.1184,-20.9212,-34.62,T+1
254363,Processor,LSTM,4,28.91,31.9,59.34,41.3878,56.1809,-41.3878,-31.9,T+4
254363,Processor,LightGBM,4,35.65,39.95,79.8,30.6591,35.8908,18.9268,32.47,T+2
254363,Processor,XGBoost,4,44.29,44.07,80.91,33.1297,38.7448,22.9177,37.57,T+2
254366,Processor,XGBoost,4,21.66,24.26,50.21,46.7022,66.5025,-45.5691,-23.0,T+3
254366,Processor,LSTM,4,26.5,29.46,50.98,52.0039,67.4293,-45.4563,-22.18,T+3
254366,Processor,LightGBM,4,26.69,27.13,52.51,51.0671,70.0073,-51.0671,-27.13,T+4
254375,Processor,LightGBM,4,11.38,14.1,27.69,26.1455,31.7658,-26.1455,-14.1,T+1
254375,Processor,XGBoost,4,13.37,13.01,23.71,24.5771,31.4333,-24.5771,-13.01,T+2
254375,Processor,LSTM,4,26.0,26.27,28.72,49.5432,49.7869,-49.5432,-26.27,T+4
254377,Processor,LSTM,4,4.79,4.93,6.08,16.5098,16.7914,16.5098,4.93,T+3
254377,Processor,XGBoost,4,9.59,10.21,15.84,34.2632,37.1636,-34.2632,-10.2,T+1
254377,Processor,LightGBM,4,11.23,10.43,13.85,35.0634,36.9418,-35.0634,-10.43,T+1
254379,Processor,XGBoost,4,33.27,30.11,46.28,90.6603,108.2499,-84.5725,-26.54,T+1
254379,Processor,LightGBM,4,35.83,33.87,52.75,101.4447,120.7365,-92.9316,-28.88,T+1
254379,Processor,LSTM,4,90.85,112.29,194.78,259.6182,267.8127,259.6182,112.29,T+4
254384,Processor,LSTM,4,41.79,41.61,71.35,101.4327,119.0858,-57.6426,-3.91,T+3
254384,Processor,LightGBM,4,42.23,39.6,61.48,114.7254,146.8881,-90.527,-18.77,T+3
254384,Processor,XGBoost,4,47.96,42.02,60.92,113.8722,140.7658,-80.8733,-13.61,T+3
254391,Processor,LSTM,4,18.8,17.66,25.5,47.01,51.9912,-47.01,-17.66,T+1
254391,Processor,LightGBM,4,40.47,45.97,75.5,113.3159,121.9289,113.3159,45.97,T+4
254391,Processor,XGBoost,4,41.48,48.07,87.32,116.9108,134.0246,116.9108,48.07,T+4
254395,Processor,XGBoost,4,25.82,22.74,35.43,94.9037,113.1373,-90.3082,-21.08,T+4
254395,Processor,LightGBM,4,29.02,24.27,35.04,100.1799,116.8981,-95.3312,-22.52,T+4
254395,Processor,LSTM,4,47.66,46.02,58.43,182.2598,198.4333,-182.2598,-46.01,T+4
254663,Processor,LightGBM,4,28.71,32.3,63.49,3.5582,4.2099,-1.2949,3.59,T+2
254663,Processor,XGBoost,4,32.99,33.78,63.99,3.8079,4.5237,-1.6988,0.79,T+2
254663,Processor,LSTM,4,40.69,69.02,172.84,5.4444,6.9019,5.2532,67.96,T+3
254664,Processor,LSTM,4,13.65,12.66,19.13,2.4656,2.7723,-2.4656,-12.66,T+4
254664,Processor,LightGBM,4,38.38,37.73,44.02,7.1897,7.3441,-7.1897,-37.73,T+4
254664,Processor,XGBoost,4,42.84,44.16,53.16,8.4063,8.5943,-8.4063,-44.16,T+4
254665,Processor,LightGBM,4,3.87,4.95,10.42,1.006,1.3154,-1.006,-4.95,T+1
254665,Processor,XGBoost,4,5.8,6.88,12.66,1.3783,1.6497,-1.3783,-6.88,T+1
254665,Processor,LSTM,4,27.63,31.48,43.24,6.1502,6.2637,6.1502,31.48,T+3
254666,Processor,LightGBM,4,10.82,15.33,29.46,5.7388,7.3563,-4.6361,-11.26,T+2
254666,Processor,XGBoost,4,15.78,17.33,26.89,6.3175,7.2659,-4.9706,-12.37,T+1
254666,Processor,LSTM,4,18.98,22.79,46.2,6.9588,8.3124,6.4565,21.58,T+3
254668,Processor,XGBoost,4,1.85,11.1,34.18,2.5866,4.3805,2.311,10.32,T+2
254668,Processor,LightGBM,4,2.85,13.13,40.1,3.0783,5.139,2.0062,10.15,T+1
254668,Processor,LSTM,4,45.2,36.63,46.2,12.8974,14.3175,-12.8974,-36.63,T+4
254670,Processor,LightGBM,4,6.23,11.04,25.09,3.8126,4.5896,0.2121,3.04,T+3
254670,Processor,XGBoost,4,7.89,11.44,21.33,4.1755,4.4548,-0.8163,0.3,T+3
254670,Processor,LSTM,4,17.28,19.72,29.49,7.561,7.6713,-3.0453,-3.93,T+3
254672,Processor,XGBoost,4,5.13,5.12,7.23,0.7245,0.7794,0.7245,5.11,T+1
254672,Processor,LightGBM,4,5.53,4.52,6.66,0.6443,0.7396,0.6443,4.52,T+4
254672,Processor,LSTM,4,48.52,48.0,50.44,6.8192,6.8231,6.8192,48.0,T+1
