gc_id,segment,model,n_horizons,mape_median,mape_mean,mape_p95,mae,rmse,bias,bias_pct,best_horizon
50239,Processor,LightGBM,4,2.87,3.06,5.74,0.4511,0.5419,0.2152,1.55,T+4
50239,Processor,XGBoost,4,3.01,3.44,6.96,0.4991,0.6309,0.3473,2.41,T+3
50239,Processor,LSTM,4,12.63,11.68,15.13,1.713,1.7787,1.713,11.68,T+3
50240,Processor,XGBoost,4,12.26,15.19,28.77,3.1551,3.9676,-3.1551,-15.19,T+1
50240,Processor,LightGBM,4,13.54,14.98,27.18,3.1021,3.8769,-3.1021,-14.98,T+1
50240,Processor,LSTM,4,40.68,36.0,46.97,6.7578,7.039,6.7578,36.0,T+3
50242,Processor,XGBoost,4,15.59,12.98,18.73,2.3049,2.6259,-2.3049,-12.98,T+1
50242,Processor,LightGBM,4,26.82,23.95,34.03,4.2236,4.6954,-4.2236,-23.95,T+1
50242,Processor,LSTM,4,115.58,119.05,153.25,19.5915,19.6906,19.5915,119.05,T+4
50243,Processor,LightGBM,4,1.45,2.74,6.34,0.2465,0.341,-0.0798,-0.86,T+1
50243,Processor,XGBoost,4,4.71,4.57,6.83,0.4064,0.4428,0.0867,1.05,T+3
50243,Processor,LSTM,4,47.44,48.93,53.72,4.3552,4.3597,4.3552,48.93,T+4
50245,Processor,LSTM,4,13.05,19.34,38.93,3.3582,3.8992,3.3582,19.34,T+4
50245,Processor,LightGBM,4,20.57,17.45,27.65,3.4902,4.1188,-3.4546,-17.23,T+1
50245,Processor,XGBoost,4,21.54,19.62,31.61,3.9019,4.5696,-3.9019,-19.61,T+1
50246,Processor,LightGBM,4,2.68,2.65,3.3,0.2835,0.2909,-0.0026,0.03,T+2
50246,Processor,XGBoost,4,3.57,3.84,5.74,0.414,0.4445,-0.1341,-1.17,T+4
50246,Processor,LSTM,4,112.82,115.12,123.99,12.2922,12.2962,12.2922,115.12,T+2
50248,Processor,LightGBM,4,3.31,5.16,10.03,0.7313,0.9372,-0.3557,-2.07,T+1
50248,Processor,XGBoost,4,7.54,7.69,15.17,1.065,1.473,-0.1291,0.02,T+1
50248,Processor,LSTM,4,70.78,65.05,79.2,8.4039,8.5199,8.4039,65.05,T+4
50249,Processor,XGBoost,4,8.0,8.18,9.2,0.8759,0.8845,-0.4951,-3.93,T+4
50249,Processor,LightGBM,4,8.38,9.19,13.39,0.9584,0.9872,-0.3263,-2.14,T+2
50249,Processor,LSTM,4,37.78,44.67,66.16,4.6276,4.7394,4.6276,44.67,T+3
50250,Processor,LSTM,4,9.61,11.46,20.79,3.3021,4.0693,-2.3121,-7.13,T+4
50250,Processor,XGBoost,4,13.59,15.83,29.1,3.9895,4.5092,3.9895,15.83,T+1
50250,Processor,LightGBM,4,19.41,22.21,40.42,5.5985,6.3012,5.5985,22.21,T+1
50251,Processor,LightGBM,4,6.64,7.64,14.88,1.2961,1.6143,0.2386,2.19,T+4
50251,Processor,XGBoost,4,8.07,8.6,16.93,1.4783,1.9709,-0.0732,0.53,T+4
50251,Processor,LSTM,4,22.72,21.02,31.82,3.4296,3.7365,3.4296,21.02,T+3
50252,Processor,LightGBM,4,3.89,7.79,20.11,1.0768,1.5125,0.3943,3.9,T+4
50252,Processor,XGBoost,4,5.42,8.39,19.9,1.1906,1.5576,0.2364,2.97,T+4
50252,Processor,LSTM,4,13.91,20.62,45.0,2.897,3.5654,2.897,20.62,T+1
50253,Processor,LSTM,4,18.39,28.32,61.86,3.9289,4.6435,3.1668,24.73,T+1
50253,Processor,LightGBM,4,23.16,34.96,74.62,4.9116,5.7078,4.9116,34.96,T+1
50253,Processor,XGBoost,4,28.02,38.8,82.36,5.4134,6.3321,5.4134,38.8,T+1
50254,Processor,XGBoost,4,20.21,36.77,92.46,2.5459,3.3093,2.5459,36.77,T+3
50254,Processor,LightGBM,4,20.26,37.66,92.9,2.7065,3.4302,2.1963,33.68,T+4
50254,Processor,LSTM,4,43.62,60.42,130.84,4.4811,5.1512,4.4811,60.42,T+3
50255,Processor,LightGBM,4,24.51,26.11,40.49,4.3835,5.2799,-2.6992,-10.08,T+1
50255,Processor,XGBoost,4,25.35,24.96,40.35,4.2712,5.2837,-2.9101,-11.8,T+1
50255,Processor,LSTM,4,34.71,36.58,69.03,4.3662,4.9879,2.1948,25.74,T+3
50257,Processor,LightGBM,4,8.32,15.87,41.38,1.8721,2.6667,1.433,13.34,T+4
50257,Processor,LSTM,4,13.01,17.82,38.5,2.2391,2.7075,1.2003,11.87,T+4
50257,Processor,XGBoost,4,14.33,18.09,39.18,2.2504,2.7672,1.3796,13.1,T+4
50259,Processor,LightGBM,4,23.33,24.8,41.46,4.53,5.3409,-1.4188,1.47,T+3
50259,Processor,XGBoost,4,25.56,26.65,42.41,4.9035,5.6859,-1.58,1.08,T+3
50259,Processor,LSTM,4,29.14,30.31,51.95,5.4853,6.3393,-1.8293,1.16,T+3
50261,Processor,LightGBM,4,40.5,38.8,69.95,3.3241,3.8337,1.0661,24.09,T+4
50261,Processor,XGBoost,4,46.44,44.05,73.03,3.7571,4.1045,1.5352,29.59,T+4
50261,Processor,LSTM,4,78.74,71.14,124.68,5.3732,6.3677,5.3581,71.04,T+1
50267,Processor,LSTM,4,5.86,6.16,11.78,0.9673,1.2403,-0.1393,-0.3,T+4
50267,Processor,LightGBM,4,15.06,16.6,34.5,2.3632,3.248,2.2001,15.6,T+4
50267,Processor,XGBoost,4,18.06,19.32,36.84,2.7749,3.5367,2.7749,19.32,T+4
50268,Processor,LightGBM,4,16.13,15.03,19.74,1.7097,1.8028,1.7097,15.03,T+2
50268,Processor,XGBoost,4,16.93,15.82,21.1,1.7745,1.8552,1.7745,15.82,T+2
50268,Processor,LSTM,4,18.45,21.03,32.97,2.3287,2.4578,2.3287,21.03,T+2
50269,Processor,XGBoost,4,15.23,18.49,37.27,1.6425,1.9219,0.7351,11.09,T+4
50269,Processor,LightGBM,4,16.89,18.44,34.18,1.6547,1.866,0.6995,10.63,T+4
50269,Processor,LSTM,4,58.2,60.26,97.26,5.4722,5.7982,5.4722,60.26,T+3
50271,Processor,LightGBM,4,8.53,11.49,26.11,1.9171,2.7747,-1.9089,-11.43,T+1
50271,Processor,XGBoost,4,10.1,13.46,28.91,2.2245,3.087,-2.2245,-13.46,T+1
50271,Processor,LSTM,4,66.75,57.54,68.57,8.3365,8.5431,8.3365,57.54,T+3
50272,Processor,LightGBM,4,6.03,36.11,113.41,2.0301,3.3762,1.987,35.74,T+4
50272,Processor,XGBoost,4,8.04,45.23,138.51,2.6048,4.1308,2.6048,45.23,T+1
50272,Processor,LSTM,4,32.02,74.1,175.19,5.2874,5.9791,5.2874,74.1,T+1
50274,Processor,LSTM,4,20.08,17.12,25.77,4.2821,4.9524,-4.078,-16.04,T+1
50274,Processor,LightGBM,4,24.05,19.73,28.21,4.9202,5.6349,-4.9202,-19.73,T+1
50274,Processor,XGBoost,4,26.21,20.34,28.91,5.1037,5.9471,-5.1037,-20.34,T+1
50275,Processor,LightGBM,4,25.86,26.69,53.68,1.7829,2.3595,1.5351,24.47,T+3
50275,Processor,XGBoost,4,29.26,30.02,51.69,2.1721,2.4323,1.0936,20.28,T+3
50275,Processor,LSTM,4,82.5,85.53,139.03,6.4019,6.7977,6.4019,85.52,T+4
50277,Processor,LightGBM,4,26.54,28.96,41.85,9.2541,9.4975,9.2541,28.96,T+2
50277,Processor,XGBoost,4,26.67,27.54,35.16,8.9094,9.0082,8.9094,27.53,T+2
50277,Processor,LSTM,4,28.07,25.82,32.14,8.6882,9.1408,-8.6882,-25.82,T+4
50278,Processor,XGBoost,4,16.98,19.97,40.79,2.1987,2.7787,1.8599,17.52,T+3
50278,Processor,LightGBM,4,22.48,21.98,41.06,2.4589,2.9837,1.5566,15.44,T+3
50278,Processor,LSTM,4,34.41,37.98,59.92,4.3964,4.6519,4.3964,37.97,T+4
50279,Processor,XGBoost,4,9.45,10.59,17.68,1.3448,1.4547,1.0178,8.35,T+3
50279,Processor,LightGBM,4,10.71,13.66,21.99,1.7456,1.8414,1.071,9.04,T+3
50279,Processor,LSTM,4,39.33,42.24,59.47,5.4473,5.5648,5.4473,42.24,T+3
50280,Processor,LSTM,4,74.3,66.67,109.05,4.5315,5.0613,3.9072,62.19,T+1
50280,Processor,LightGBM,4,74.71,69.06,120.88,4.6226,5.3641,4.6226,69.06,T+1
50280,Processor,XGBoost,4,80.51,70.88,120.74,4.6782,5.5101,4.6782,70.88,T+1
50281,Processor,LightGBM,4,21.93,22.68,36.59,2.5602,2.6777,0.6547,10.9,T+1
50281,Processor,XGBoost,4,23.39,22.73,35.65,2.5391,2.6791,0.7739,11.83,T+1
50281,Processor,LSTM,4,27.57,27.77,39.09,3.2504,3.2804,0.349,9.78,T+1
50282,Processor,XGBoost,4,3.0,3.61,6.34,1.4082,1.5949,0.7055,1.81,T+2
50282,Processor,LightGBM,4,4.89,4.69,7.54,1.8328,2.1157,1.8328,4.7,T+4
50282,Processor,LSTM,4,26.37,26.93,29.31,10.6066,10.6499,-10.6066,-26.93,T+3
50283,Processor,XGBoost,4,28.71,55.14,129.14,3.861,4.3687,2.6668,46.78,T+4
50283,Processor,LightGBM,4,29.63,53.55,122.17,3.802,4.2253,2.6151,45.23,T+4
50283,Processor,LSTM,4,38.91,63.61,153.19,4.2354,5.145,3.969,61.74,T+4
50284,Processor,LightGBM,4,4.42,4.3,6.44,0.5657,0.6279,-0.5657,-4.3,T+4
50284,Processor,XGBoost,4,5.02,5.14,6.61,0.6724,0.6857,-0.6724,-5.14,T+2
50284,Processor,LSTM,4,32.53,32.9,37.0,4.3178,4.3317,4.3178,32.9,T+2
50285,Processor,LSTM,4,3.11,5.16,12.49,0.9655,1.4125,-0.8779,-4.64,T+3
50285,Processor,XGBoost,4,3.42,3.49,4.56,0.6194,0.6461,-0.1499,-0.77,T+3
50285,Processor,LightGBM,4,6.28,5.95,7.11,1.05,1.0768,-0.5518,-3.12,T+3
50286,Processor,XGBoost,4,16.38,17.4,26.71,2.7277,2.9022,1.0411,8.76,T+3
50286,Processor,LightGBM,4,17.49,17.91,29.58,2.7875,3.0709,1.153,9.53,T+3
50286,Processor,LSTM,4,28.79,25.66,42.01,3.7488,4.3327,3.7488,25.66,T+4
50287,Processor,LSTM,4,14.77,14.96,21.67,1.8761,1.9519,1.3022,11.25,T+1
50287,Processor,LightGBM,4,27.08,23.86,34.95,2.9513,3.2287,2.9513,23.86,T+1
50287,Processor,XGBoost,4,30.89,25.73,36.79,3.1702,3.5239,3.1702,25.73,T+1
50288,Processor,LightGBM,4,7.51,11.95,28.41,1.8033,2.4011,1.0178,7.56,T+3
50288,Processor,XGBoost,4,7.71,10.94,23.72,1.6858,2.1176,0.3687,3.54,T+3
50288,Processor,LSTM,4,17.31,23.63,42.91,3.6918,4.0445,3.6918,23.63,T+4
50289,Processor,LightGBM,4,32.81,30.82,51.45,6.4263,8.31,-5.5556,-21.76,T+1
50289,Processor,XGBoost,4,33.62,31.02,51.65,6.4629,8.37,-5.5472,-21.49,T+1
50289,Processor,LSTM,4,34.16,36.03,55.76,5.9607,6.4673,-2.0288,1.86,T+1
50292,Processor,LSTM,4,19.32,19.86,28.27,7.2099,7.5193,-1.3423,0.54,T+2
50292,Processor,LightGBM,4,44.47,42.25,53.86,16.4576,17.8951,-16.4576,-42.26,T+1
50292,Processor,XGBoost,4,47.19,43.26,56.47,17.0091,18.7714,-17.0091,-43.26,T+1
50293,Processor,XGBoost,4,10.68,10.94,18.92,0.6724,0.7785,-0.2698,-4.01,T+2
50293,Processor,LightGBM,4,15.06,15.97,31.81,0.9606,1.2756,-0.1527,-2.16,T+4
50293,Processor,LSTM,4,128.94,124.75,137.13,7.6475,7.6572,7.6475,124.75,T+4
50294,Processor,LightGBM,4,20.52,20.92,37.74,3.6812,4.8069,-3.3379,-17.87,T+1
50294,Processor,XGBoost,4,21.23,20.55,37.82,3.6419,4.8244,-3.232,-16.9,T+1
50294,Processor,LSTM,4,26.39,27.29,43.39,3.5501,3.7615,1.2387,14.79,T+4
50295,Processor,LightGBM,4,30.41,35.23,69.93,16.0561,24.9774,-16.0561,-35.23,T+4
50295,Processor,XGBoost,4,31.66,38.74,71.07,16.8297,25.3415,-16.8297,-38.74,T+4
50295,Processor,LSTM,4,37.19,34.75,58.23,13.432,20.061,-6.5831,2.44,T+3
50296,Processor,XGBoost,4,8.66,9.57,18.61,0.9727,1.214,0.9727,9.56,T+4
50296,Processor,LightGBM,4,9.73,9.03,15.52,0.9313,1.0908,0.9018,8.78,T+3
50296,Processor,LSTM,4,39.62,38.91,50.58,4.1173,4.2168,4.1173,38.91,T+3
50298,Processor,LSTM,4,1.17,1.8,4.12,10.7614,14.4236,3.5183,0.63,T+3
50298,Processor,LightGBM,4,1.36,1.58,3.31,9.4268,12.5698,8.0727,1.36,T+1
50298,Processor,XGBoost,4,2.62,2.97,5.42,17.8255,20.7541,8.3532,1.43,T+3
50302,Processor,XGBoost,4,21.98,24.07,44.97,2.5792,2.9753,2.5792,24.07,T+4
50302,Processor,LightGBM,4,24.02,23.69,44.11,2.5358,3.0159,2.5358,23.69,T+4
50302,Processor,LSTM,4,43.37,49.7,77.09,5.5173,5.7139,5.5173,49.69,T+4
50305,Processor,XGBoost,4,21.95,23.86,46.02,2.5065,3.0888,2.5065,23.86,T+4
50305,Processor,LightGBM,4,28.77,26.82,47.39,2.8502,3.4104,2.8502,26.82,T+4
50305,Processor,LSTM,4,41.82,43.14,59.97,4.7362,4.8621,4.7362,43.14,T+3
50306,Processor,LightGBM,4,16.89,22.18,48.05,4.0526,6.437,-2.4405,-5.29,T+3
50306,Processor,XGBoost,4,19.16,23.32,49.31,4.1978,6.5887,-2.36,-4.16,T+3
50306,Processor,LSTM,4,36.8,38.51,56.04,5.3545,6.006,0.4884,18.53,T+3
50307,Processor,XGBoost,4,0.91,1.42,2.95,0.9668,1.2224,-0.4533,-0.67,T+2
50307,Processor,LightGBM,4,1.36,1.58,3.19,1.0779,1.3634,0.8206,1.21,T+4
50307,Processor,LSTM,4,21.05,21.05,21.07,14.3091,14.3091,-14.3091,-21.05,T+4
50309,Processor,XGBoost,4,9.73,24.12,61.04,1.6755,2.1427,0.7992,16.01,T+2
50309,Processor,LightGBM,4,10.66,20.54,48.07,1.4974,1.777,0.4627,11.02,T+2
50309,Processor,LSTM,4,30.91,51.95,114.93,3.8318,4.3649,3.8318,51.95,T+3
50310,Processor,LightGBM,4,20.6,27.36,59.21,2.8809,3.5327,2.6027,25.7,T+1
50310,Processor,XGBoost,4,26.72,31.2,64.0,3.2839,3.9732,3.1718,30.53,T+1
50310,Processor,LSTM,4,48.73,48.99,85.75,5.3312,5.9745,5.3312,48.99,T+1
50311,Processor,LightGBM,4,6.2,5.24,7.42,0.8805,0.9884,0.0717,0.95,T+3
50311,Processor,XGBoost,4,7.96,9.19,16.09,1.5995,1.8952,-0.5369,-2.24,T+1
50311,Processor,LSTM,4,43.39,42.3,56.41,6.9391,7.1113,6.9391,42.3,T+4
50313,Processor,LightGBM,4,1.2,5.08,15.22,0.6003,1.0276,0.4363,3.88,T+4
50313,Processor,XGBoost,4,3.6,6.35,14.82,0.7737,1.0324,0.4871,4.28,T+4
50313,Processor,LSTM,4,16.34,16.31,26.21,1.9803,2.2078,1.9803,16.32,T+2
50314,Processor,LightGBM,4,8.63,9.88,20.03,1.9641,2.6358,-1.7682,-8.57,T+3
50314,Processor,XGBoost,4,9.79,10.15,20.36,2.0459,2.8532,-1.9766,-9.7,T+4
50314,Processor,LSTM,4,35.33,34.94,56.26,5.7313,6.2694,5.7313,34.94,T+2
50315,Processor,LightGBM,4,18.13,38.7,97.92,3.3152,4.0166,1.7821,29.62,T+2
50315,Processor,XGBoost,4,19.28,40.5,99.74,3.5806,4.1769,1.4736,28.05,T+2
50315,Processor,LSTM,4,20.34,46.61,125.22,3.7995,4.9791,2.4701,38.88,T+2
50317,Processor,XGBoost,4,27.3,29.71,44.81,10.4701,12.2782,-8.7031,-20.96,T+4
50317,Processor,LightGBM,4,27.91,27.23,45.41,10.0499,12.376,-9.4458,-24.24,T+4
50317,Processor,LSTM,4,29.17,25.94,37.04,8.5754,9.9756,-5.2611,-9.52,T+3
50320,Processor,XGBoost,4,27.86,28.35,32.75,2.5298,2.5479,2.5298,28.35,T+2
50320,Processor,LightGBM,4,29.73,27.15,32.15,2.4266,2.4897,2.4266,27.15,T+4
50320,Processor,LSTM,4,38.97,40.2,44.09,3.5884,3.5925,3.5884,40.2,T+3
50322,Processor,LightGBM,4,27.78,26.54,38.54,3.1961,3.4483,-0.9908,-1.25,T+1
50322,Processor,XGBoost,4,30.24,28.43,36.31,3.4716,3.6868,-1.1104,-1.81,T+1
50322,Processor,LSTM,4,43.41,49.93,99.25,4.8951,5.7728,4.8951,49.93,T+3
50323,Processor,LightGBM,4,12.69,24.65,60.0,2.598,3.2825,1.3631,17.46,T+1
50323,Processor,XGBoost,4,13.66,24.34,59.91,2.5455,3.2864,1.4655,18.17,T+2
50323,Processor,LSTM,4,24.28,33.12,71.55,3.5492,4.2186,2.0785,24.64,T+2
50325,Processor,LightGBM,4,2.74,2.55,4.39,0.5264,0.6304,0.5049,2.44,T+4
50325,Processor,XGBoost,4,4.23,3.9,6.31,0.8069,0.9288,0.4149,2.02,T+4
50325,Processor,LSTM,4,15.01,14.9,15.56,3.0789,3.081,3.0789,14.9,T+1
50326,Processor,LSTM,4,14.86,17.16,29.38,2.7531,2.9254,-0.7736,-1.33,T+3
50326,Processor,XGBoost,4,18.56,19.52,32.34,3.1582,3.3837,-1.0085,-2.33,T+3
50326,Processor,LightGBM,4,20.88,23.04,35.59,3.763,3.8873,-1.3922,-4.08,T+3
50330,Processor,LightGBM,4,34.38,45.08,101.51,3.0431,3.899,2.9072,43.93,T+1
50330,Processor,XGBoost,4,35.12,41.19,85.77,2.8728,3.469,2.8728,41.18,T+1
50330,Processor,LSTM,4,53.22,64.19,127.15,4.6422,5.2177,4.6422,64.2,T+1
50331,Processor,XGBoost,4,5.77,6.8,9.72,0.937,0.989,-0.555,-3.77,T+3
50331,Processor,LightGBM,4,6.94,6.08,9.99,0.8612,1.0425,-0.8335,-5.87,T+4
50331,Processor,LSTM,4,11.91,13.97,22.28,1.8669,1.9986,1.8669,13.97,T+2
50335,Processor,XGBoost,4,27.25,26.98,48.95,5.2683,7.7769,-2.3266,0.27,T+1
50335,Processor,LightGBM,4,28.58,29.74,49.46,5.7327,7.941,-1.8508,3.33,T+1
50335,Processor,LSTM,4,38.3,34.08,49.15,5.9351,7.4977,-1.7328,5.24,T+1
50338,Processor,XGBoost,4,19.34,19.01,33.01,2.1793,2.6,1.4145,13.81,T+3
50338,Processor,LightGBM,4,20.92,21.07,35.11,2.4486,2.7973,1.3506,13.62,T+4
50338,Processor,LSTM,4,60.78,60.56,84.6,7.3279,7.5654,7.3279,60.56,T+3
50340,Processor,LightGBM,4,3.94,6.48,16.1,1.0518,1.6217,-1.0473,-6.44,T+4
50340,Processor,XGBoost,4,5.24,8.63,20.35,1.3358,2.0362,-0.923,-4.69,T+3
50340,Processor,LSTM,4,18.5,24.74,47.75,2.9606,3.2957,1.9224,18.8,T+2
50342,Processor,LightGBM,4,16.62,16.51,28.1,1.7121,1.9689,1.7121,16.51,T+1
50342,Processor,XGBoost,4,20.79,20.77,27.08,2.2094,2.2804,2.2094,20.77,T+1
50342,Processor,LSTM,4,30.2,27.44,36.55,2.887,3.0135,2.887,27.44,T+1
50343,Processor,XGBoost,4,10.16,16.96,34.94,1.6932,2.3573,-1.6932,-16.96,T+1
50343,Processor,LightGBM,4,14.97,18.47,32.1,1.7575,2.2045,-1.7575,-18.47,T+4
50343,Processor,LSTM,4,104.98,92.47,119.03,7.5315,7.7186,7.5315,92.47,T+3
50344,Processor,LSTM,4,22.72,19.93,30.95,2.6089,2.941,2.6089,19.94,T+4
50344,Processor,LightGBM,4,25.09,22.81,34.52,3.0065,3.3327,2.4895,19.59,T+4
50344,Processor,XGBoost,4,25.66,22.37,33.49,2.9379,3.2769,2.5736,20.1,T+4
50346,Processor,XGBoost,4,4.08,7.61,19.38,0.9312,1.4556,-0.811,-6.47,T+2
50346,Processor,LightGBM,4,8.54,11.21,25.12,1.3333,1.9106,-1.1526,-9.49,T+2
50346,Processor,LSTM,4,44.0,38.96,50.16,4.1544,4.3149,4.1544,38.96,T+3
50349,Processor,LightGBM,4,5.38,6.67,13.21,0.8965,1.0972,-0.3686,-2.54,T+2
50349,Processor,XGBoost,4,7.05,7.15,8.94,0.9757,0.9954,-0.5428,-3.69,T+2
50349,Processor,LSTM,4,10.64,10.39,18.74,1.3601,1.6174,1.3601,10.4,T+1
50352,Processor,XGBoost,4,3.79,6.28,12.8,1.1232,1.3362,0.7626,4.48,T+1
50352,Processor,LightGBM,4,5.83,8.24,17.41,1.4624,1.8162,1.1953,6.93,T+2
50352,Processor,LSTM,4,28.25,25.84,31.21,4.9972,5.2194,-4.9972,-25.84,T+4
50357,Processor,LightGBM,4,17.46,33.91,81.43,2.8761,3.2857,1.0919,23.0,T+1
50357,Processor,XGBoost,4,19.79,35.48,80.63,3.1429,3.4333,0.8731,21.61,T+1
50357,Processor,LSTM,4,22.72,46.47,110.87,4.0034,4.5237,1.2491,29.75,T+2
50359,Processor,XGBoost,4,21.03,21.37,28.41,1.9821,2.2217,0.1435,6.65,T+2
50359,Processor,LightGBM,4,22.87,22.62,29.61,2.0866,2.3232,0.1955,7.48,T+2
50359,Processor,LSTM,4,66.53,50.9,68.7,3.8871,4.4289,3.8871,50.9,T+1
50360,Processor,XGBoost,4,3.54,4.84,10.28,0.582,0.7772,-0.134,-0.76,T+1
50360,Processor,LightGBM,4,4.5,6.79,15.34,0.819,1.1464,-0.3368,-2.3,T+3
50360,Processor,LSTM,4,28.81,26.85,36.51,2.9858,3.1126,2.9858,26.85,T+4
50362,Processor,XGBoost,4,6.93,15.65,40.67,4.088,5.7385,2.1743,9.83,T+3
50362,Processor,LightGBM,4,7.55,17.02,46.04,4.389,6.4863,3.0899,13.05,T+3
50362,Processor,LSTM,4,30.5,23.84,31.68,7.8884,8.943,-7.8884,-23.84,T+2
50363,Processor,LightGBM,4,6.54,7.09,12.25,1.0864,1.2418,1.0864,7.09,T+1
50363,Processor,XGBoost,4,9.66,9.69,16.19,1.4736,1.6986,1.4736,9.69,T+1
50363,Processor,LSTM,4,16.36,17.42,32.69,2.6083,3.0796,2.6083,17.42,T+1
50367,Processor,LightGBM,4,13.18,12.89,17.4,1.9727,2.0387,-1.0688,-3.87,T+3
50367,Processor,LSTM,4,17.97,37.34,92.75,4.5827,5.7829,4.5827,37.34,T+1
50367,Processor,XGBoost,4,19.86,21.66,37.83,3.1185,3.3479,-1.0817,-1.34,T+3
50369,Processor,LightGBM,4,2.59,3.88,9.13,0.4444,0.6176,-0.4444,-3.88,T+1
50369,Processor,XGBoost,4,3.1,3.7,5.83,0.4312,0.4688,-0.4312,-3.7,T+3
50369,Processor,LSTM,4,58.31,59.12,63.39,6.868,6.8717,6.868,59.11,T+2
50370,Processor,LightGBM,4,18.52,18.41,29.45,3.7382,4.4642,-3.7382,-18.41,T+4
50370,Processor,XGBoost,4,18.57,18.88,30.27,3.8103,4.4705,-3.8103,-18.88,T+4
50370,Processor,LSTM,4,32.77,33.47,53.15,5.8888,6.391,5.8888,33.47,T+1
50371,Processor,LightGBM,4,11.09,11.2,17.11,1.1751,1.2927,0.8363,8.34,T+1
50371,Processor,XGBoost,4,14.39,12.87,17.95,1.3558,1.4474,1.0841,10.58,T+4
50371,Processor,LSTM,4,34.84,33.63,42.86,3.5784,3.6489,3.5784,33.63,T+4
50372,Processor,LSTM,4,6.12,9.61,22.01,1.5181,1.9673,1.0571,7.2,T+3
50372,Processor,LightGBM,4,9.16,7.93,13.12,1.3009,1.5429,0.7509,5.06,T+3
50372,Processor,XGBoost,4,10.1,11.18,22.29,1.7842,2.2516,1.4704,9.55,T+3
50378,Processor,LightGBM,4,49.61,45.25,53.53,6.9711,7.1306,-6.9711,-45.25,T+4
50378,Processor,XGBoost,4,52.18,51.3,60.2,8.2815,8.6955,-8.2815,-51.3,T+2
50378,Processor,LSTM,4,165.62,175.56,242.48,26.3359,26.4765,26.3359,175.56,T+4
50386,Processor,LightGBM,4,22.82,25.0,46.55,2.6432,3.043,1.5948,18.71,T+2
50386,Processor,XGBoost,4,25.08,29.1,54.51,3.0098,3.4636,2.2799,24.73,T+1
50386,Processor,LSTM,4,44.53,41.03,66.24,4.2029,4.6405,3.5892,37.35,T+1
50387,Processor,LightGBM,4,13.27,13.77,25.88,1.3869,1.7478,-0.5674,-3.88,T+1
50387,Processor,XGBoost,4,15.97,17.24,27.18,1.7074,1.8502,-0.0637,1.27,T+1
50387,Processor,LSTM,4,34.44,44.4,70.74,4.3503,4.5048,4.3503,44.4,T+4
50391,Processor,LightGBM,4,2.73,4.46,11.27,0.4328,0.6313,0.1331,1.73,T+4
50391,Processor,XGBoost,4,6.79,6.92,9.03,0.6974,0.7342,-0.4704,-4.44,T+2
50391,Processor,LSTM,4,41.95,40.14,50.16,3.9157,3.9779,3.9157,40.14,T+3
50396,Processor,LSTM,4,28.96,44.08,89.12,4.1158,4.3114,0.6002,22.29,T+1
50396,Processor,LightGBM,4,32.91,31.07,37.16,3.7394,4.0784,-1.5677,-1.84,T+3
50396,Processor,XGBoost,4,33.2,34.94,52.72,3.9711,4.2748,-1.3814,1.74,T+3
50432,Processor,LightGBM,4,4.56,13.26,36.84,1.049,1.5734,0.7724,10.83,T+2
50432,Processor,XGBoost,4,7.52,14.75,37.49,1.1963,1.6482,1.0813,13.72,T+2
50432,Processor,LSTM,4,15.21,25.59,59.79,2.1361,2.7033,2.1361,25.6,T+1
50437,Processor,LightGBM,4,5.73,9.36,21.5,1.7823,2.3481,1.7823,9.36,T+1
50437,Processor,XGBoost,4,9.9,13.27,27.0,2.5629,3.0843,2.5629,13.27,T+1
50437,Processor,LSTM,4,24.37,23.57,31.55,4.9899,5.3302,-4.9899,-23.57,T+3
50451,Processor,LightGBM,4,3.55,5.34,10.47,0.5108,0.6139,0.3505,3.73,T+4
50451,Processor,XGBoost,4,3.91,3.85,6.93,0.3696,0.4426,0.1765,1.92,T+4
50451,Processor,LSTM,4,40.04,39.68,43.03,3.831,3.8374,3.831,39.69,T+2
50457,Processor,XGBoost,4,6.56,7.8,14.92,1.2164,1.502,-0.7839,-4.91,T+1
50457,Processor,LightGBM,4,6.58,7.89,14.07,1.2369,1.4456,-0.3912,-2.37,T+2
50457,Processor,LSTM,4,26.73,26.78,32.64,4.0836,4.1257,4.0836,26.78,T+4
50465,Processor,LightGBM,4,29.7,27.33,41.65,2.016,2.1892,1.6639,23.62,T+4
50465,Processor,XGBoost,4,31.51,27.15,39.24,2.0042,2.1847,1.712,24.07,T+4
50465,Processor,LSTM,4,61.44,58.55,80.0,4.4159,4.5367,4.4159,58.55,T+4
50502,Processor,XGBoost,4,4.12,4.76,8.91,0.4608,0.5615,-0.3627,-3.55,T+4
50502,Processor,LightGBM,4,4.25,3.95,5.82,0.3742,0.4174,0.0158,0.31,T+3
50502,Processor,LSTM,4,71.34,78.09,100.86,7.2569,7.3007,7.2569,78.09,T+3
50547,Processor,LSTM,4,2.16,4.19,11.13,0.4769,0.7269,0.4758,4.19,T+3
50547,Processor,XGBoost,4,14.78,12.31,16.63,1.5102,1.6666,-1.5102,-12.31,T+1
50547,Processor,LightGBM,4,15.85,14.36,21.28,1.7618,1.9648,-1.7618,-14.36,T+1
50548,Processor,LightGBM,4,20.35,29.82,68.46,2.3127,2.886,0.9031,18.3,T+4
50548,Processor,XGBoost,4,23.31,34.75,75.21,2.6854,3.1902,1.2614,23.46,T+4
